title,slug,chapter_type,abbreviation,parent_organization,organization_family,war_period,war_period_name,state,state_slug,county,county_slug,geo_tag,address_line1,city,postal_code,latitude,longitude,has_location,phone,email,website,facebook,instagram,twitter,youtube,linkedin,post_number,hall_rental,legion_riders,sons_of_american_legion,auxiliary,boys_state,baseball,oratorical_contest,commander,dues,meeting_info,mylegion_url
American Legion NC Post 0084,legion-post-0084-nc,local,Post 0084,legion,LEGION,world-war-1,World War I,NC,north-carolina,Pasquotank County,pasquotank-county,nc_37139,611 S Martin St,Elizabeth City,27909,36.368175,-76.285154,true,(252) 312-3995,robert_dg@hotmail.com,,,,,,,,false,true,false,false,true,true,true,Scott G Perry,40.0,2nd Monday of each month @ 6:00 PM,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00036008400L&@IP_IDENTITY_SCID=0
American Legion NC Post 0086,legion-post-0086-nc,local,Post 0086,legion,LEGION,world-war-1,World War I,NC,north-carolina,Mecklenburg County,mecklenburg-county,nc_37119,21215 Legion St,Cornelius,28031,35.487664,-80.860726,true,(704) 315-9418,ncpost86@outlook.com,,,,,,,,false,true,true,true,true,true,true,Robert Westmoreland Jr,40.0,1st Thursday of each month @ 6pm - no mtg in july & november,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00036008600L&@IP_IDENTITY_SCID=0
American Legion NC Post 0087,legion-post-0087-nc,local,Post 0087,legion,LEGION,world-war-1,World War I,NC,north-carolina,Randolph County,randolph-county,nc_37151,409 W High Ave,High Point,27260,35.954456,-80.010551,true,(336) 886-4714,alpost87@gmail.com,https://www.alpost87.org,,,,,,,false,true,true,true,true,true,true,James L Street,50.0,Meetings 1st Tuesday of each month @ 6:30pm,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00036008700L&@IP_IDENTITY_SCID=0
American Legion NC Post 0088,legion-post-0088-nc,local,Post 0088,legion,LEGION,world-war-1,World War I,NC,north-carolina,Transylvania County,transylvania-county,nc_37175,115 E. Morgan St,Brevard,28712,35.232121,-82.734697,true,(828) 883-3731,ncpost88adjutant@gmail.com,http://www.bervardpost88.org,,,,,,,false,true,true,true,true,true,true,Michael Robertson,45.0,Meetings 1st Monday each month @ 7:00 PM,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00036008800L&@IP_IDENTITY_SCID=0
American Legion NC Post 0089,legion-post-0089-nc,local,Post 0089,legion,LEGION,world-war-1,World War I,NC,north-carolina,Caswell County,caswell-county,nc_37033,592 County Home Rd,Blanch,27212,36.4044,-79.3373,true,(336) 514-0557,eodbynjrotc@yahoo.com,,,,,,,,false,false,false,false,false,false,false,Jeffrey M Sicz,40.0,Meetings 2nd Tuesday of each month @ 6:30pm,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00036008900L&@IP_IDENTITY_SCID=0
American Legion NC Post 0090,legion-post-0090-nc,local,Post 0090,legion,LEGION,world-war-1,World War I,NC,north-carolina,Vance County,vance-county,nc_37181,914 Williamsboro St,Oxford,27565,36.316021,-78.572555,true,,,,,,,,,,false,false,false,false,false,false,false,Ron Bullock,50.0,Meetings 2nd Friday of each month @ 6:30pm,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00036009000L&@IP_IDENTITY_SCID=0
American Legion NC Post 0091,legion-post-0091-nc,local,Post 0091,legion,LEGION,world-war-1,World War I,NC,north-carolina,Nash County,nash-county,nc_37127,5097 Momeyer Way,Nashville,27856,35.960959,-78.054896,true,(252) 904-8307,ikeyd3881@gmail.com,,,,,,,,false,false,false,false,false,false,false,Milton D Bass,40.0,Meetings 4th Thursday each month @ &7:00 PM,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00036009100L&@IP_IDENTITY_SCID=0
American Legion NC Post 0092,legion-post-0092-nc,local,Post 0092,legion,LEGION,world-war-1,World War I,NC,north-carolina,Richmond County,richmond-county,nc_37153,"Mason's Lodge , 109 School St",Mount Gilead,27306,35.214115,-80.00303,true,(910) 439-5327,,,,,,,,,false,false,false,false,false,false,false,Earl S Poplin,40.0,Meetings 2nd Monday each month @ 7:00 PM,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00036009200L&@IP_IDENTITY_SCID=0
American Legion NC Post 0093,legion-post-0093-nc,local,Post 0093,legion,LEGION,world-war-1,World War I,NC,north-carolina,Randolph County,randolph-county,nc_37151,PO Box 442,Siler City,27344,35.7227,-79.4624,true,(919) 704-1219,ncpost93@gmail.com,https://www.freedomwon.org,,,,,,,false,false,false,false,false,false,false,Carin M Obrien,40.0,"Meetings 4th Tuesday of each month @ 6:00pm @ dry dock seafood restaurant, siler city,nc",https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00036009300L&@IP_IDENTITY_SCID=0
American Legion NC Post 0094,legion-post-0094-nc,local,Post 0094,legion,LEGION,world-war-1,World War I,NC,north-carolina,Lenoir County,lenoir-county,nc_37107,104 N Harper St,Snow Hill,28580,35.454464,-77.67498,true,,ncalpost94@yahoo.com,http://www.legionncpost94.org/,,,,,,,false,true,true,true,true,true,true,Larry W Schultz,50.0,Meetings 1st Tuesday each month @ 7:00 PM,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00036009400L&@IP_IDENTITY_SCID=0
American Legion NC Post 0095,legion-post-0095-nc,local,Post 0095,legion,LEGION,world-war-1,World War I,NC,north-carolina,Orange County,orange-county,nc_37135,506 W Clay St,Mebane,27302,36.099088,-79.274209,true,,,http://americanlegiondistrict12.nc.org,,,,,,,false,false,false,false,false,false,false,Wayne N Brewer,50.0,Meetings 4th Thursday of each month @ 6:30pm,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00036009500L&@IP_IDENTITY_SCID=0
American Legion NC Post 0096,legion-post-0096-nc,local,Post 0096,legion,LEGION,world-war-1,World War I,NC,north-carolina,Clay County,clay-county,nc_37043,63 Drew Taylor Rd,Murphy,28906,35.07693,-83.956745,true,(505) 975-3195,bcstrawh@gmail.com,http://alpost96.com,,,,,,,false,true,false,false,true,true,true,"John R Strawhecker, Jr",45.0,1st Monday each month / breakfast @ 9:00am followed by meeting,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00036009600L&@IP_IDENTITY_SCID=0
American Legion NC Post 0099,legion-post-0099-nc,local,Post 0099,legion,LEGION,world-war-1,World War I,NC,north-carolina,Carteret County,carteret-county,nc_37031,PO Box 2361,Beaufort,28516-5361,34.7354,-76.636,true,(252) 732-0246,postlegion99@gmail.com,,,,,,,,false,true,false,false,true,true,true,Arthur Lee Smith,40.0,"Meetings 4th Saturday of each month @ 8:30am at 104 professional park dr, beaufort, nc 28516",https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00036009900L&@IP_IDENTITY_SCID=0
American Legion NC Post 0100,legion-post-0100-nc,local,Post 0100,legion,LEGION,world-war-1,World War I,NC,north-carolina,Lincoln County,lincoln-county,nc_37109,215 N Pink St,Cherryville,28021,35.3814,-81.376811,true,(704) 435-3794,jrobinsonP100@gmail.com,https://www.nclegion.org/Post%20Folders/post100/post100.htm,,,,,,,false,true,true,false,true,true,true,Mr Ned Yates,37.5,Meetings 2nd & 4th Tuesday of each month meal @ 6:30pm meeting @ 7:00pm,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00036010000L&@IP_IDENTITY_SCID=0
American Legion NC Post 0102,legion-post-0102-nc,local,Post 0102,legion,LEGION,world-war-1,World War I,NC,north-carolina,Hertford County,hertford-county,nc_37091,116 McGlohon St N,Ahoskie,27910,36.286744,-76.987613,true,(252) 332-6880,NCLEGIONPOST102@gmail.com,https://www.americanlegionpost102.com,,,,,,,false,true,true,false,true,true,true,Joseph Perfetto,45.0,Meetings 4th Tuesday of each month @ 6:30pm,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00036010200L&@IP_IDENTITY_SCID=0
American Legion NC Post 0103,legion-post-0103-nc,local,Post 0103,legion,LEGION,world-war-1,World War I,NC,north-carolina,Wayne County,wayne-county,nc_37191,709 N Chestnut St,Mount Olive,28365,35.203216,-78.062083,true,,alpost103.mo@gmail.com,,,,,,,,true,false,false,false,false,false,false,Anthony D Wynn,45.0,Meetings 1st Thursday of each month @ 7:00pm,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00036010300L&@IP_IDENTITY_SCID=0
American Legion NC Post 0104,legion-post-0104-nc,local,Post 0104,legion,LEGION,world-war-1,World War I,NC,north-carolina,Macon County,macon-county,nc_37113,915 W Main St,Sylva,28779,35.374214,-83.228082,true,,webmaster@sylvalegion.org,"http://www.facebook.com/America Legion Post 104 Sylva, NC",,,,,,,false,true,false,false,true,true,true,Willard L Loucks Jr,40.0,Meetings 2nd Monday each month @ 7:00 PM,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00036010400L&@IP_IDENTITY_SCID=0
American Legion NC Post 0105,legion-post-0105-nc,local,Post 0105,legion,LEGION,world-war-1,World War I,NC,north-carolina,Franklin County,franklin-county,nc_37069,1638 Mc Wilder Rd,Louisburg,27549,36.007709,-78.336119,true,(919) 842-4548,,,,,,,,,false,false,false,false,false,false,false,David Crafton,45.0,Meetings 3rd Tuesday of each month @ 6pm,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00036010500L&@IP_IDENTITY_SCID=0
American Legion NC Post 0106,legion-post-0106-nc,local,Post 0106,legion,LEGION,world-war-1,World War I,NC,north-carolina,Rowan County,rowan-county,nc_37159,6250 Nc Highway 801,Salisbury,28147,35.7332,-80.6774,true,(704) 278-2493,amlegpost106@aol.com,,,,,,,,false,true,true,true,true,true,true,Jeff A Pall,45.0,Meetings 1st Thursday each month meal @ 6:00 PM meeting @ 6:30 PM,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00036010600L&@IP_IDENTITY_SCID=0
American Legion NC Post 0107,legion-post-0107-nc,local,Post 0107,legion,LEGION,world-war-1,World War I,NC,north-carolina,Rowan County,rowan-county,nc_37159,1433 Old Wilkesboro Rd,Salisbury,28144,35.674681,-80.488822,true,,oomaccarroll@aol.com,,,,,,,,false,true,false,false,true,true,true,Ollie M Carroll,40.0,Meetings 2nd Wednesday of each month @ 6:30pm,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00036010700L&@IP_IDENTITY_SCID=0
American Legion NC Post 0108,legion-post-0108-nc,local,Post 0108,legion,LEGION,world-war-1,World War I,NC,north-carolina,Macon County,macon-county,nc_37113,614 W Main St,Franklin,28734,35.180065,-83.391,true,(828) 524-4306,adjutantmaconpost108@gmail.com,http://www.maconpost108franklinnc.org,,,,,,,false,true,true,true,true,true,true,Terrence W Adams,45.0,Meetings 2nd Tuesday each month @ 7:00 PM,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00036010800L&@IP_IDENTITY_SCID=0
American Legion NC Post 0109,legion-post-0109-nc,local,Post 0109,legion,LEGION,world-war-1,World War I,NC,north-carolina,Johnston County,johnston-county,nc_37101,605 N Wall St,Benson,27504,35.384707,-78.546849,true,(919) 894-3727,,https://www.americanlegionbannerpost109.com,,,,,,,false,true,true,false,true,true,true,Ronald O Tanner,45.0,Meetings 3rd Friday of each month @ 6:30pm,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00036010900L&@IP_IDENTITY_SCID=0
American Legion NC Post 0110,legion-post-0110-nc,local,Post 0110,legion,LEGION,world-war-1,World War I,NC,north-carolina,Nash County,nash-county,nc_37127,309 S Barnes St,Nashville,27856,35.972497,-77.970373,true,(413) 212-3117,ejlaroche@gmail.com,,,,,,,,false,false,false,false,false,false,false,Robert S Flowers,45.0,Meetings 3rd Monday each month @ 6:30 PM,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00036011000L&@IP_IDENTITY_SCID=0
American Legion NC Post 0111,legion-post-0111-nc,local,Post 0111,legion,LEGION,world-war-1,World War I,NC,north-carolina,Northampton County,northampton-county,nc_37131,1039 Burnt Bridges Rd,Conway,27820,36.389469,-77.16936,true,(252) 587-5121,jake211039@gmail.com,,,,,,,,false,false,false,false,false,false,false,Charles R Ledden,40.0,"Meetings 3rd Thursday of each month @ 6:30pm held at claudine', rich square, nc",https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00036011100L&@IP_IDENTITY_SCID=0
American Legion NC Post 0112,legion-post-0112-nc,local,Post 0112,legion,LEGION,world-war-1,World War I,NC,north-carolina,Rowan County,rowan-county,nc_37159,PO Box 816,Rockwell,28138,35.5513,-80.406,true,(704) 433-6412,ncpost0112@gmail.com,,,,,,,,false,false,false,false,false,false,false,Robert F Bost,40.0,Meetings 3rd Monday each month @ 7:00 PM,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00036011200L&@IP_IDENTITY_SCID=0
American Legion NC Post 0113,legion-post-0113-nc,local,Post 0113,legion,LEGION,world-war-1,World War I,NC,north-carolina,Yadkin County,yadkin-county,nc_37197,PO Box 62,Harmony,28634,35.9568,-80.7714,true,(704) 546-2624,harmonypost113@gmail.com,,,,,,,,false,false,false,false,false,false,false,Ronnie Mason,40.0,Meetings 2nd Tuesday of each month @ 7pm,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00036011300L&@IP_IDENTITY_SCID=0
American Legion NC Post 0115,legion-post-0115-nc,local,Post 0115,legion,LEGION,world-war-1,World War I,NC,north-carolina,Rowan County,rowan-county,nc_37159,615 S Main St,Kannapolis,28081,35.488456,-80.62776,true,(630) 842-9544,beaverpittman115@gmail.com,,,,,,,,false,false,false,false,false,false,false,Farrar O Griggs Jr,45.0,Meetings 1st Tuesday of each month @ 6:30pm,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00036011500L&@IP_IDENTITY_SCID=0
American Legion NC Post 0116,legion-post-0116-nc,local,Post 0116,legion,LEGION,world-war-1,World War I,NC,north-carolina,Wake County,wake-county,nc_37183,6400 Johnson Pond Rd,Fuquay Varina,27526,35.610126,-78.756596,true,(919) 552-7056,Commander@ALPost116NC.org,https://www.alpost116nc.org,,,,,,,false,true,true,true,true,true,true,Krista Abshure,40.0,Meetings 2nd Thursday of each month @ 7:00pm,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00036011600L&@IP_IDENTITY_SCID=0
American Legion NC Post 0117,legion-post-0117-nc,local,Post 0117,legion,LEGION,world-war-1,World War I,NC,north-carolina,Scotland County,scotland-county,nc_37165,PO Box 66,Maxton,28364,34.7378,-79.348,true,(910) 844-3404,maxtonpost117@gmail.com,,,,,,,,false,false,false,false,false,false,false,Jervis Locklear,40.0,"Meetings 3rd Thursday of each month @ 5:30pm held at shedd's seafood co, 100 e 3rd st, pembroke, nc 28372",https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00036011700L&@IP_IDENTITY_SCID=0
American Legion NC Post 0119,legion-post-0119-nc,local,Post 0119,legion,LEGION,world-war-1,World War I,NC,north-carolina,Forsyth County,forsyth-county,nc_37067,493.0,Clemmons,27012,36.0224,-80.3807,true,,,,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00036011900L&@IP_IDENTITY_SCID=0
American Legion NC Post 0121,legion-post-0121-nc,local,Post 0121,legion,LEGION,world-war-1,World War I,NC,north-carolina,Union County,union-county,nc_37179,532 E Main St,Marshville,28103,34.987026,-80.360039,true,,,,,,,,,,false,false,false,false,false,false,false,John R Turner,40.0,2nd Thursday of each month @ 7:00 PM,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00036012100L&@IP_IDENTITY_SCID=0
American Legion NC Post 0122,legion-post-0122-nc,local,Post 0122,legion,LEGION,world-war-1,World War I,NC,north-carolina,Yancey County,yancey-county,nc_37199,761.0,Burnsville,28714,35.9148,-82.3111,true,,,,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00036012200L&@IP_IDENTITY_SCID=0
American Legion NC Post 0123,legion-post-0123-nc,local,Post 0123,legion,LEGION,world-war-1,World War I,NC,north-carolina,Surry County,surry-county,nc_37171,691 W Lebanon St,Mount Airy,27030,36.517509,-80.617407,true,(336) 786-6289,commander@jbjonespost123.org,https://www.jbjonespost123.org,,,,,,,false,true,true,false,true,true,true,Willie D Joyner,35.0,Meetings 2nd Tuesday each month @ 7:00 PM,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00036012300L&@IP_IDENTITY_SCID=0
American Legion NC Post 0124,legion-post-0124-nc,local,Post 0124,legion,LEGION,world-war-1,World War I,NC,north-carolina,Wake County,wake-county,nc_37183,PO Box 1002,Apex,27502-1002,35.7333,-78.8623,true,(919) 414-4665,post124@apexlegionpost.com,https://apexlegionpost.com/,,,,,,,false,true,false,false,true,true,true,Dennis Schmidt,50.0,Meetings 1st and 3rd Monday of each month 7pm meeting,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00036012400L&@IP_IDENTITY_SCID=0
American Legion NC Post 0126,legion-post-0126-nc,local,Post 0126,legion,LEGION,world-war-1,World War I,NC,north-carolina,Perquimans County,perquimans-county,nc_37143,111 W Academy St,Hertford,27944,36.188961,-76.471244,true,(252) 426-1697,adjutantp126@outlook.com,https://americanlegion1264.wixsite.com/post126,,,,,,,false,true,false,true,true,true,true,Richard Caporale,40.0,Meetings last Saturday of each month @ 9:00am,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00036012600L&@IP_IDENTITY_SCID=0
American Legion NC Post 0127,legion-post-0127-nc,local,Post 0127,legion,LEGION,world-war-1,World War I,NC,north-carolina,Sampson County,sampson-county,nc_37163,136.0,Magnolia,28453,34.8917,-78.053,true,,,,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00036012700L&@IP_IDENTITY_SCID=0
American Legion NC Post 0128,legion-post-0128-nc,local,Post 0128,legion,LEGION,world-war-1,World War I,NC,north-carolina,Forsyth County,forsyth-county,nc_37067,4817 Old Rural Hall Rd,Winston Salem,27105,36.156682,-80.226882,true,(336) 293-8211,,,,,,,,,false,false,false,false,false,false,false,Floyd D Allen,50.0,Meetings 4th Sunday each month @ 4:00 PM,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00036012800L&@IP_IDENTITY_SCID=0
American Legion NC Post 0129,legion-post-0129-nc,local,Post 0129,legion,LEGION,world-war-1,World War I,NC,north-carolina,New Hanover County,new-hanover-county,nc_37129,1500 Bridge Barrier Rd,Carolina Beach,28428,34.0539,-77.901301,true,(910) 458-4253,alpost129@gmail.com,https://pleasureislandpost129.com,,,,,,,false,true,true,true,true,true,true,Peter T Green III,50.0,Meetings 2nd Tuesday of each month @ 5:30pm,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00036012900L&@IP_IDENTITY_SCID=0
American Legion NC Post 0130,legion-post-0130-nc,local,Post 0130,legion,LEGION,world-war-1,World War I,NC,north-carolina,Watauga County,watauga-county,nc_37189,135 Bear Trl,Boone,28607,36.222041,-81.680777,true,(828) 264-2864,,,,,,,,,false,false,false,false,false,false,false,Ricky C Cornejo,40.0,Meetings 1st Thursday of each month @ 6pm,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00036013000L&@IP_IDENTITY_SCID=0
American Legion NC Post 0131,legion-post-0131-nc,local,Post 0131,legion,LEGION,world-war-1,World War I,NC,north-carolina,Martin County,martin-county,nc_37117,2851 McCaskey Rd,Williamston,27892,35.85364,-77.088275,true,(252) 802-8086,hutchins102744@msn.com,,,,,,,,true,false,false,false,false,false,false,Grover M O'Neal,40.0,"Meetings 1st Thursday each month @ 7:00 PM located at north 903, hamilton, nc",https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00036013100L&@IP_IDENTITY_SCID=0
American Legion NC Post 0132,legion-post-0132-nc,local,Post 0132,legion,LEGION,world-war-1,World War I,NC,north-carolina,Johnston County,johnston-county,nc_37101,101 Pitchi St,Smithfield,27577,35.5093,-78.346,true,(919) 634-4961,aske88@nc.rr.com,,,,,,,,false,false,false,false,false,false,false,Ernest R Allsbrook Jr,40.0,Meetings 2nd Thursday of each month @ 6:30pm,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00036013200L&@IP_IDENTITY_SCID=0
American Legion NC Post 0133,legion-post-0133-nc,local,Post 0133,legion,LEGION,world-war-1,World War I,NC,north-carolina,Sampson County,sampson-county,nc_37163,PO Box 662,Newton Grove,28366,35.2445,-78.3553,true,(910) 385-7291,ngamericanlegion133@gmail.com,,,,,,,,false,false,false,false,false,false,false,Thomas Wayne Johnson,45.0,Meetings 1st Tuesday of each month @ 6:30pm,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00036013300L&@IP_IDENTITY_SCID=0
American Legion NC Post 0137,legion-post-0137-nc,local,Post 0137,legion,LEGION,world-war-1,World War I,NC,north-carolina,Columbus County,columbus-county,nc_37047,37 Legion Dr,Whiteville,28472,34.336768,-78.721265,true,,,,,,,,,,false,false,false,false,false,false,false,,35.0,Meetings 3rd Tuesday each month @ 6:45 PM,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00036013700L&@IP_IDENTITY_SCID=0
American Legion NC Post 0138,legion-post-0138-nc,local,Post 0138,legion,LEGION,world-war-1,World War I,NC,north-carolina,Person County,person-county,nc_37145,218 Chub Lake St,Roxboro,27573,36.395984,-78.986769,true,(336) 915-7121,roxpost138@gmail.com,,,,,,,,false,true,false,false,true,true,true,Ron Jeffreys,40.0,Meetings 3rd Tuesday each month @ 7:00 PM,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00036013800L&@IP_IDENTITY_SCID=0
American Legion NC Post 0140,legion-post-0140-nc,local,Post 0140,legion,LEGION,world-war-1,World War I,NC,north-carolina,Stokes County,stokes-county,nc_37169,1308 Amostown Rd,Sandy Ridge,27046,36.504911,-80.096986,true,,,,,,,,,,false,false,false,false,false,false,false,Varnie W Boyd,40.0,Meetings 2nd Thursday of each month @ 7:00 PM,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00036014000L&@IP_IDENTITY_SCID=0
American Legion NC Post 0141,legion-post-0141-nc,local,Post 0141,legion,LEGION,world-war-1,World War I,NC,north-carolina,Johnston County,johnston-county,nc_37101,409 N Green St,Selma,27576,35.541255,-78.28644,true,,,,,,,,,,false,true,false,false,true,true,true,Marc S Grebosz,40.0,Meetings 4th Tuesday each month @ 6:30 PM,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00036014100L&@IP_IDENTITY_SCID=0
American Legion NC Post 0142,legion-post-0142-nc,local,Post 0142,legion,LEGION,world-war-1,World War I,NC,north-carolina,Surry County,surry-county,nc_37171,PO Box 624,Pilot Mountain,27041,36.3801,-80.4795,true,(910) 782-3200,,,,,,,,,false,false,false,false,false,false,false,Jerry D Reid,45.0,Meetings 4th Thursday - quarterly @ 6:00 PM,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00036014200L&@IP_IDENTITY_SCID=0
American Legion NC Post 0143,legion-post-0143-nc,local,Post 0143,legion,LEGION,world-war-1,World War I,NC,north-carolina,Swain County,swain-county,nc_37173,1526 Acquoni Rd,Cherokee,28719,35.49815,-83.307065,true,,,https://cherokeeamericanlegion.com/,,,,,,,false,false,false,false,false,false,false,Warren Dupree,40.0,Meetings 3rd Monday each month @ 6:00 PM,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00036014300L&@IP_IDENTITY_SCID=0
American Legion NC Post 0144,legion-post-0144-nc,local,Post 0144,legion,LEGION,world-war-1,World War I,NC,north-carolina,Gaston County,gaston-county,nc_37071,202 Park Dr,Belmont,28012,35.240172,-81.046683,true,(704) 825-9022,post144belmont@gmail.com,http://post144belmont.wordpress.com,,,,,,,false,true,true,true,true,true,true,Barry B Smith,40.0,Meetings 1st Thursday of each month,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00036014400L&@IP_IDENTITY_SCID=0
American Legion NC Post 0146,legion-post-0146-nc,local,Post 0146,legion,LEGION,world-war-1,World War I,NC,north-carolina,Rowan County,rowan-county,nc_37159,412 N Central Ave,Landis,28088,35.549159,-80.606143,true,,mclandispost@gmail.com,,,,,,,,false,true,true,false,true,true,true,"Mr Fredrick G Merry, Jr",40.0,"Meetings 1st Saturday of each month except july, 9am social, meeting 9:30am",https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00036014600L&@IP_IDENTITY_SCID=0
American Legion NC Post 0147,legion-post-0147-nc,local,Post 0147,legion,LEGION,world-war-1,World War I,NC,north-carolina,Richmond County,richmond-county,nc_37153,"Post Home, 137 American Legion Rd",Rockingham,28379,34.988394,-79.709845,true,(910) 995-6630,rl_steelesr@yahoo.com,https://www.nclegion.org/post%20folders/post147/post147.htm,,,,,,,false,true,true,false,true,true,true,Carlton Hawkins,40.0,Meetings 1st Friday each month @ 7:00 PM,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00036014700L&@IP_IDENTITY_SCID=0
American Legion NC Post 0148,legion-post-0148-nc,local,Post 0148,legion,LEGION,world-war-1,World War I,NC,north-carolina,Wake County,wake-county,nc_37183,5100 Wendell Blvd,Wendell,27591,35.798622,-78.34434,true,(919) 524-5985,alwhite@universalchevy.com,https://www.facebook.com/groups/post148wendellnc,,,,,,,false,false,false,false,false,false,false,James Kelliher,45.0,Meetings 4th Thursday each month @ 6:15 PM,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00036014800L&@IP_IDENTITY_SCID=0
American Legion NC Post 0151,legion-post-0151-nc,local,Post 0151,legion,LEGION,world-war-1,World War I,NC,north-carolina,Pitt County,pitt-county,nc_37147,PO Box 301,Farmville,27828,35.5976,-77.5843,true,,,,,,,,,,false,false,false,false,false,false,false,William R Brock,40.0,Meetings 2nd Monday of each month @ 6:30 PM farmville first christian church 3776 s. main st farmville,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00036015100L&@IP_IDENTITY_SCID=0
American Legion NC Post 0153,legion-post-0153-nc,local,Post 0153,legion,LEGION,world-war-1,World War I,NC,north-carolina,Wilson County,wilson-county,nc_37195,100 American Legion Ln,Elm City,27822,35.8111,-77.8618,true,(252) 442-1644,,,,,,,,,false,false,false,false,false,false,false,Larry Pauley,45.0,Meetings 1st Tuesday each month @ 5:30 PM,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00036015300L&@IP_IDENTITY_SCID=0
