title,slug,chapter_type,abbreviation,parent_organization,organization_family,war_period,war_period_name,state,state_slug,county,county_slug,geo_tag,address_line1,city,postal_code,latitude,longitude,has_location,phone,email,website,facebook,instagram,twitter,youtube,linkedin,founding_year,mission,tagline,donation_url
National Association for Uniformed Services,linkedin,hq,LINKEDIN,,,vietnam-war,Vietnam War,VA,virginia,Fairfax County,fairfax-county,va_51059,5535 Hempstead Way,Springfield,22151,38.799768,-77.186064,true,800-842-3451,,https://www.linkedin.com/company/national-association-for-uniformed-services-naus-/,,,,,https://www.linkedin.com/legal/professional-community-policies?trk=seo-authwall-base_footer-community-guide,1968,To protect and advance the earned benefits of all uniformed services personnel and their families.,,https://www.linkedin.com/company/national-association-for-uniformed-services-naus-/donate
National Association of Atomic Veterans,naav,hq,NAAV,,,world-war-2,World War II,NC,north-carolina,Harnett County,harnett-county,nc_37085,Lake Artesia Lane Furquary,Varina,27526,35.5721119,-78.7518708,true,919-339-2404,johnwills132@yahoo.com,https://www.naav.com/,https://www.facebook.com/groups/nationalassociationofatomicveterans/,,,,,1979,"To advocate for the health, welfare, and recognition of veterans exposed to ionizing radiation.",,https://www.naav.com/donate
National Center for Healthy Veterans,healthyveterans,hq,HEALTHYVETERANS,,,war-on-terror,War on Terror,VA,virginia,Campbell County,campbell-county,va_51031,888-317-4677 980 Wards Rd,Altavista,24517,37.1498371,-79.2287725,true,888-317-4677,contact@healthyveterans.org,https://healthyveterans.org/,https://www.facebook.com/healthyvetsnchv/,https://www.instagram.com/healthyvetsnchv/,,https://www.youtube.com/@nationalcenterforhealthyve3141,https://www.linkedin.com/company/national-center-for-healthy-veterans/,,"To improve the health and wellness of veterans through prevention, education, and holistic support programs.",,https://healthyveterans.org/donate
National Guard Association of the United States,ngaus,hq,NGAUS,,,civil-war,American Civil War,DC,district-of-columbia,District of Columbia,district-of-columbia,dc_11001,One Massachusetts Avenue NW,Washington,20001,38.9009005,-77.0182624,true,(202) 789-0031,,http://www.ngaus.org/,https://www.facebook.com/NGAUS1878,https://www.instagram.com/ngaus.hq/,https://twitter.com/ngaus1878,https://www.youtube.com/user/NGAUS1878,,1878,"Always Ready, Always There",,http://www.ngaus.org/donate
National League of Families of American Prisoners and missing in Southeast Asia,pow-miafamilies,hq,POW-MIAFAMILIES,,,vietnam-war,Vietnam War,VA,virginia,Fairfax County,fairfax-county,va_51059,Pike Suite #100 Falls,Church,22041,38.8485316,-77.1398878,true,703-465-7432,national.league@pow-miafamiles.org,https://www.pow-miafamilies.org/,https://www.facebook.com/powmiafamilies,https://www.instagram.com/leaguepowmiafamilies/,,https://www.youtube.com/@nationleagueofpow-mia,https://www.linkedin.com/company/national-league-of-pow-mia-families/?viewasmember=true,1970,The Defense POW/MIA Accounting Agency’s forensic lab in Hawaii has begun analyzing dozens of human remains retrieved from Laos and the Philippines in recent weeks. During a remembrance ceremony Wednesday in Vientiane Laos the agency received remains that might be those of U.S. personnel lost there during the Vietnam War.,,https://www.pow-miafamilies.org/donate
National Military Family Association,mfan,hq,NMFA,,MFAN,vietnam-war,Vietnam War,VA,virginia,Alexandria city,alexandria-city,va_51510,"2800 Eisenhower Avenue, Suite 250",Alexandria,22314,38.8016031,-77.0817187,true,703.931.6632,info@MilitaryFamily.org,https://www.militaryfamily.org/,https://www.facebook.com/militaryfamily,https://www.instagram.com/militaryfamilyorg/,,,https://www.linkedin.com/company/national-military-family-association/,1969,"<p>The <strong>Military Family Advisory Network</strong> (MFAN) is a nonprofit organization founded in 2015 to amplify the voices of military and veteran families and improve the systems that serve them. MFAN uses research, data, and lived experience to identify challenges facing military families and to inform policy, practice, and community-based solutions.</p>",,https://www.militaryfamily.org/donate
National Museum of the United States Army,nmusa,hq,NMUSA,,,american-revolution,American Revolution,VA,virginia,Fairfax County,fairfax-county,va_51059,1775 Liberty Drive,Fort Belvoir,22060,38.7228091,-77.1704056,true,703-217-7848,customerservice@armyhistory.org,https://www.thenmusa.org/,https://www.facebook.com/USArmyMuseum,https://www.instagram.com/usarmymuseum,https://www.twitter.com/USArmyMuseum,https://www.youtube.com/NationalMuseumUSArmy,,2020,"The museum celebrates over 245 years of Army history, dating back to the Army's founding on June 14, 1775, and honors soldiers from all components of the Army—the regular Army, the Army Reserve, and the Army National Guard.RetryClaude can make mistakes. Please double-check cited sources.",,https://www.thenmusa.org/donate
National Veterans Foundation,nvf,hq,NVF,,,vietnam-war,Vietnam War,CA,california,Los Angeles County,los-angeles-county,ca_06037,Blvd. Ste. 350 Los,Angeles,90045,33.9516114,-118.3875775,true,888.777.4443,info@nvf.org,https://nvf.org/,https://www.facebook.com/nationalveteransfoundation.nvf,https://www.instagram.com/lifeline4vets/,,https://www.youtube.com/channel/uc676ge1tfcj9vrqktov8txq,,1985,"To serve the crisis management, information, and referral needs of U.S. veterans and their families through the Lifeline for Vets program.",,https://nvf.org/donate
National Veterans Legal Services Program,nvlsp,hq,NVLSP,,,vietnam-war,Vietnam War,VA,virginia,Arlington County,arlington-county,va_51013,1100 Wilson Blvd. Suite 900,Arlington,22209,38.8948322,-77.0704495,true,202-265-8305,,https://nvlsp.org/,,,,,,1981,To ensure that our nation honors its commitment to veterans by providing them the benefits to which they are legally entitled.,,https://nvlsp.org/donate
National Veterans Memorial and Museum,nvmm,hq,NVMM,,,american-revolution,American Revolution,OH,ohio,Franklin County,franklin-county,oh_39049,300 West Broad Street,Columbus,43215,39.9618343,-83.0083186,true,(888) 987-6866,lschirtzinger@nationalvmm.org,https://nationalvmm.org/,https://www.facebook.com/NationalVeteransMemorialandMuseum/,https://www.instagram.com/nationalvmm/,https://twitter.com/NationalVMM,https://www.youtube.com/channel/UCixPiGqTSLPAjjY4PKRMndg,https://www.linkedin.com/company/nationalvmm/,2018,"honor and positively impact the lives of Veterans, their families and our communities through sharing the Veteran experience. ​",,https://nationalvmm.org/donate
National WWII Museum,nationalww2museum,hq,NATIONALWW2MUSEUM,,,world-war-2,World War II,LA,louisiana,Orleans Parish,orleans-parish,la_22071,945 Magazine Street,New Orleans,70130,29.9425973,-90.0702644,true,504-528-1944,info@nationalww2museum.org,https://www.nationalww2museum.org/,,,,,,2000,"The National WWII Museum tells the story of the American experience in the war that changed the world—why it was fought, how it was won, and what it means today—so that all generations will understand the price of freedom and be inspired by what they learn.",,https://www.nationalww2museum.org/donate
"National Women's Relief Corps, Auxiliary to the Grand Army of the Republic",nwrcagar,hq,NWRCAGAR,,,civil-war,American Civil War,IL,illinois,Jackson County,jackson-county,il_17077,Museum 1613 Edith Street,Murphysboro,62966,37.7621309,-89.3411738,true,,womansreliefcorps@gmail.com,https://womansreliefcorps.org/,https://www.facebook.com/nwrcsecretary,,,https://www.youtube.com/channel/uc0mynynjf3kzpvkuub7v1qw/videos,,1883,to perpetuate the memory of those who sacrificed much and sometimes all in the American Civil War; provide assistance to veterans of all wars and extend needed aid to them and to their widow(er)s and orphans.,,https://womansreliefcorps.org/donate
Nation’s Finest,nationsfinest,hq,NATIONSFINEST,,,vietnam-war,Vietnam War,CA,california,Sonoma County,sonoma-county,ca_06097,2455 Bennett Valley Rd. C105,Santa Rosa,95404,38.4272985,-122.7513614,true,833-468-9676,INFO@NATIONSFINEST.ORG,https://nationsfinest.org/,https://www.facebook.com/nationsfinest1972,https://www.instagram.com/nationsfinest1972/,,https://www.youtube.com/channel/uc5-vyfctoeagnr9vtvje5cw,https://www.linkedin.com/company/nations-finest/,,,,https://nationsfinest.org/donate
Naval Order of the United States,navalorder,hq,NAVALORDER,,,spanish-american-war,Spanish–American War,FL,florida,Pinellas County,pinellas-county,fl_12103,7th Ave N St,Petersburg,33710,27.7790157,-82.7175599,true,415-725-2101,NavalOrderInfo@gmail.com,https://www.navalorder.org/,https://www.facebook.com/groups/183675352558,http://instagram.com/navalorder,,https://www.youtube.com/channel/uce39yybn8s1cso0yalfmpka,,1890,To collect and preserve documents and objects of naval interest and foster naval traditions.,,https://www.navalorder.org/donate
Naval Reserve Association,ausn,hq,AUSN,,,world-war-1,World War I,VA,virginia,Alexandria city,alexandria-city,va_51510,3337 Duke Street,Alexandria,22314,38.8092494,-77.0875221,true,703-548-5800,,https://www.ausn.org/,https://www.facebook.com/ausn1/,https://www.instagram.com/ausn_navy/,,https://www.youtube.com/@ausntoday,https://www.linkedin.com/company/association-of-the-us-navy,,The Association of the United States Navy strives to advance the interests of the U.S. Navy and to protect the rights and benefits of its Sailors.,,https://www.ausn.org/donate
Navy Mutual Aid Association,nmaa,hq,NMAA,,,civil-war,American Civil War,VA,virginia,Arlington County,arlington-county,va_51013,Hall 29 Carpenter Road,Arlington,22204,38.8695816,-77.0726197,true,800-628-6011,,https://www.navymutual.org/,https://www.facebook.com/navymutual,https://www.instagram.com/navymutual,,https://www.youtube.com/user/navymutual,https://www.linkedin.com/company/navy-mutual-aid-association,1879,To provide affordable life insurance and financial security to sea service members and families.,,https://www.navymutual.org/donate
Navy SEAL Foundation,nsf,hq,NSF,,,gulf-war,Gulf War,VA,virginia,Virginia Beach city,virginia-beach-city,va_51810,"1619 D Street NW, Suite 200",Virginia Beach,23451,36.8178147,-75.9808078,true,757-744-5326,,https://www.navysealfoundation.org/,https://www.facebook.com/NavySEALfoundation,https://www.instagram.com/navysealfoundation/,https://x.com/navysealfnd,https://www.youtube.com/user/navySEALfnd,https://www.linkedin.com/company/navy-seal-foundation,2000,To provide immediate and ongoing support and assistance to the Naval Special Warfare community and their families.,,https://www.navysealfoundation.org/donate/
Navy-Marine Corps Relief Society,nmcrs,hq,NMCRS,,,spanish-american-war,Spanish–American War,VA,virginia,Arlington County,arlington-county,va_51013,Randolph St. Suite 225,Arlington,22203,38.8798768,-77.1090607,true,(800)-654-8364,,https://www.nmcrs.org/,https://www.facebook.com/nmcrs,https://www.instagram.com/nmcrs,,https://www.youtube.com/user/thenmcrs,https://www.linkedin.com/company/nmcrs,1904,"To provide financial, educational, and other assistance to members of the Naval Services and their families.",,https://www.nmcrs.org/donate
No One Left Behind,nooneleft,hq,NOONELEFT,,,war-on-terror,War on Terror,VA,virginia,Arlington County,arlington-county,va_51013,"4075 Wilson Blvd, Office 855",Arlington,22203,38.8801236,-77.1088187,true,,info@nooneleft.org,https://www.nooneleft.org/,,,,,,2008,To ensure that our allies who served with U.S. forces are not left behind.,,https://www.nooneleft.org/donate
Non Commissioned Officers Association,ncoausa,hq,NCOAUSA,,,vietnam-war,Vietnam War,TX,texas,Bexar County,bexar-county,tx_48029,Corporate Drive Suite 708,Selma,78154,29.5906538,-98.30545,true,(210) 653-6161,advertising@ncoausa.org,https://www.ncoausa.org/,https://www.facebook.com/ncoausa,https://www.instagram.com/ncoa1960,,https://www.youtube.com/channel/uchbbccnatrygvy-he8iwwra,https:////linkedin.com/company/ncoausa,1960,"<p>The <strong>Non Commissioned Officers Association</strong> (NCOA) is a nonprofit organization founded in 1960 to represent, support, and advocate for enlisted service members and veterans of the United States Armed Forces. The Association focuses on improving quality of life, benefits, compensation, and professional recognition for noncommissioned officers and enlisted personnel.</p>",,https://www.ncoausa.org/donate
Operation Freedom Paws,operationfreedompaws,hq,OPERATIONFREEDOMPAWS,,,war-on-terror,War on Terror,CA,california,Santa Clara County,santa-clara-county,ca_06085,777 Penitencia Creek Road,San Jose,95133,37.3856808,-121.8529278,true,408-324-8670,,https://operationfreedompaws.org,,,,,,2010,To empower veterans to regain their independence by training them to train their own service dogs.,,https://operationfreedompaws.org/donate
"Operation Homefront, Inc",operationhomefront,hq,OPERATIONHOMEFRONT,,,war-on-terror,War on Terror,TX,texas,Bexar County,bexar-county,tx_48029,"17319 San Pedro Ave., Suite 505",San Antonio,78232,29.6002804,-98.474172,true,(210) 659-7756,info@operationhomefront.org,https://operationhomefront.org/,https://www.facebook.com/operationhomefront/,https://www.instagram.com/operationhomefront/?hl=en,,https://www.youtube.com/user/ophomefrontinc,https://www.linkedin.com/company/operationhomefront,2002,"Our mission is to build strong, stable, and secure military families so they can thrive, not simply struggle to get by, in the communities – OUR communities – they have worked so hard to protect.",,https://operationhomefront.org/donate
Our Military Kids,ourmilitarykids,hq,OURMILITARYKIDS,,,war-on-terror,War on Terror,VA,virginia,Fairfax County,fairfax-county,va_51059,Mill Road Suite 203,Oakton,22124,38.9124253,-77.3420276,true,(703) 734-6654,omkinquiry@ourmilitarykids.org,https://www.ourmilitarykids.org/,https://www.facebook.com/ourmilitarykids?fref=ts,https://www.instagram.com/ourmilitarykids,,,https://www.linkedin.com/company/our-military-kids/,2004,To support children of deployed service members through enrichment activities.,,https://www.ourmilitarykids.org/donate
Paralyzed Veterans of America,pva,hq,PVA,,,world-war-2,World War II,DC,district-of-columbia,District of Columbia,district-of-columbia,dc_11001,Street NW Suite 1100,Washington,20006,38.9010968,-77.0413344,true,(800)-424-8200,info@pva.org,https://www.pva.org/,https://www.facebook.com/paralyzedveterans/,https://www.instagram.com/pva1946/,,https://www.youtube.com/c/paralyzedveterans1946,https://www.linkedin.com/company/paralyzed-veterans-of-america/,1946,To change lives and build brighter futures for our seriously injured heroes,,https://www.pva.org/donate
Pat Tillman Foundation,pattillmanfoundation,hq,PATTILLMANFOUNDATION,,,war-on-terror,War on Terror,AZ,arizona,Maricopa County,maricopa-county,az_04013,"2121 S. Mill Avenue, Suite 214",Tempe,85282,33.4055876,-111.9394344,true,,,https://pattillmanfoundation.org/,,,,,,2004,"Unite and empower remarkable military service members, veterans and spouses as the next generation of public and private sector leaders committed to service beyond self.",,https://pattillmanfoundation.org/donate
Patriot PAWS Service Dogs,patriotpaws,hq,PATRIOTPAWS,,,war-on-terror,War on Terror,TX,texas,Kaufman County,kaufman-county,tx_48257,254 Ranch Trail,Rockwall,75032,32.8776456,-96.4514748,true,972-772-3282,,https://patriotpaws.org/,,,,,,2006,To train and provide service dogs of the highest quality at no cost to disabled American veterans and others with mobile disabilities and PTSD.,,https://patriotpaws.org/donate
Paws for Purple Hearts,pph,hq,PPH,,,war-on-terror,War on Terror,OR,oregon,Douglas County,douglas-county,or_41019,250 SE 1st Street P.O. Box 725,Canyonville,97417,42.9287369,-123.2780904,true,844-700-PAWS (7297),,https://pawsforpurplehearts.org,,,,,,2006,To help veterans heal through Canine-Assisted Warrior Therapy while raising top-tier service dogs for Veterans and active duty Service Members with mobility and trauma challenges.,,https://pawsforpurplehearts.org/donate
Paws of War,pow,hq,POW,,,war-on-terror,War on Terror,NY,new-york,Suffolk County,suffolk-county,ny_36103,P.O. Box 161,Nesconset,11767,40.8441592,-73.1408613,true,631-406-6328,info@pawsofwar.org,https://pawsofwar.org,,,,,,2014,"To support our military through a variety of veteran support initiatives, including service and companion dog adoption programs.",,https://pawsofwar.org/donate
Polish Legion of American Veterans,plav,hq,PLAV,,,world-war-1,World War I,IL,illinois,Delaware County,delaware-county,,American Veterans - USA,Chicago,19096,41.88325,-87.6323879,true,,,https://www.plav.org/,,,,https://www.youtube.com/watch?v=uv-l1xebz_e,,1921,"To serve American veterans of Polish descent, promote Polish heritage, and maintain fellowship among members.",,https://www.plav.org/donate
Pritzker Military Museum & Library,pritzkermilitary,hq,PRITZKERMILITARY,,,world-war-2,World War II,WI,wisconsin,Kenosha County,kenosha-county,wi_55059,10475 12th Street,Kenosha,53144,42.6402793,-87.935291,true,262-800-7402,,https://www.pritzkermilitary.org/,https://www.facebook.com/ChicagoPMML/,,,,,2003,To increase public understanding of military history.,,https://www.pritzkermilitary.org/donate
Reserve Officers Association of the United States now known as the Reserve Organization of America,roa,hq,ROA,,,world-war-1,World War I,DC,district-of-columbia,District of Columbia,district-of-columbia,dc_11001,1 Constitution Ave NE,Washington,20002,38.8918146,-77.0055037,true,202-479-2200,,https://www.roa.org/,,,,,,1922,To support and promote the development and execution of a military policy that provides adequate national security.,,https://www.roa.org/donate
Semper Fi Fund,sfaf,hq,SFAF,,,war-on-terror,War on Terror,VA,virginia,Prince William County,prince-william-county,va_51153,715 Broadway Street,Quantico,22134,38.5207619,-77.2920985,true,760-725-3680,info@TheFund.org,https://thefund.org/,https://www.facebook.com/semperfiandamericasfund,https://www.instagram.com/semperfiandamericasfund/,,https://www.youtube.com/user/semperfifund,https://www.linkedin.com/company/semper-fi-and-americas-fund,2004,"To provide urgently needed resources and financial support for combat wounded, critically ill and catastrophically injured members of all branches of the U.S. Armed Forces and their families.",,https://thefund.org/donate
Semper K9 Assistance Dogs,semperk9,hq,SEMPERK9,,,war-on-terror,War on Terror,VA,virginia,Fairfax County,fairfax-county,va_51059,"11150 Fairfax Boulevard, Suite 502",Fairfax,22030,38.8556342,-77.3294933,true,,,https://semperk9.org,,,,,,2014,"To enhance the quality of life for wounded, critically ill, and injured members of the U.S. Armed Forces and their families by providing them with trained service dogs.",,https://semperk9.org/donate
Service Women’s Action Network,swan,hq,SWAN,,SWAN,war-on-terror,War on Terror,DC,district-of-columbia,District of Columbia,district-of-columbia,dc_11001,"1015 15th Street, Suite 600",Washington,20005,38.9030144,-77.034294,true,(202)-798-5570,info@servicewomen.org,https://www.servicewomensactionnetwork.org/,https://www.facebook.com/servicewomen,https://www.instagram.com/servicewomensactionnetwork/,https://twitter.com/servicewomen?lang=en,,https://www.linkedin.com/in/servicewomensactionnetwork/,,"<p>The <strong>Service Women’s Action Network</strong> (SWAN) is a nonprofit organization founded in 2007 to advocate for the rights, well-being, and equitable treatment of service women and women veterans. The organization focuses on policy advocacy, community organizing, and public education to address issues affecting women who serve or have served in the United States Armed Forces.</p>",,https://www.servicewomensactionnetwork.org/donate
Shelter to Soldier,sheltertosoldier,hq,SHELTERTOSOLDIER,,,war-on-terror,War on Terror,CA,california,San Diego County,san-diego-county,ca_06073,3308 Mission Ave.,Oceanside,92058,33.2161105,-117.3452081,true,760-652-5626,,https://sheltertosoldier.org,,,,,,2014,To rescue dogs and train them as service dogs for veterans with PTSD.,,https://sheltertosoldier.org/donate
SoldierStrong,soldierstrong,hq,SOLDIERSTRONG,,,war-on-terror,War on Terror,CT,connecticut,Fairfield County,fairfield-county,ct_09001,"28 Church Street, Suite 4C",Greenwich,6830,41.0331248,-73.6266282,true,,,https://www.soldierstrong.org/,,,,,,2012,"To help veterans who have been injured in service to our country walk again, and to help all veterans reintegrate into their communities.",,https://www.soldierstrong.org/donate
Sons & Daughters of the United States Middle Passage,sdusmp,hq,SDUSMP,,,civil-war,American Civil War,NJ,new-jersey,Mercer County,mercer-county,nj_34021,Administration P.O. Box 5002,Trenton,8638,40.2518754,-74.7629661,true,,info@sdusmp.org,https://sdusmp.org/,https://www.facebook.com/sdusmp,https://www.instagram.com/sdusmp,,https://www.youtube.com/channel/ucpgkf7tfihs88xru6ladw5a/videos,,2011,To honor African American military heritage.,,https://sdusmp.org/donate
Sons of Confederate Veterans,scv,hq,SCV,,,civil-war,American Civil War,TN,tennessee,Maury County,maury-county,tn_47119,P.O. Box 59,Columbia,38402,35.62,-87.04,true,410-876-5528,,https://www.scv.org,https://www.facebook.com/scvofficialpage/,,,https://www.youtube.com/@scvchat,,1896,To preserve the history and legacy of those who served the Confederate States of America.,,https://www.scv.org/donate
Sons of the American Legion,legion-sons,hq,LEGION-SONS,,,world-war-1,World War I,IN,indiana,Marion County,marion-county,in_18097,St. P.O Box 1055,Indianapolis,46206,39.7590203,-86.1611235,true,800.433.3318,,https://www.legion.org/sons,https://www.facebook.com/americanlegionhq,https://instagram.com/theamericanlegion,,https://www.youtube.com/user/americanlegionhq,https://www.linkedin.com/company/the-american-legion,1932,To honor the service of Legionnaires and strengthen the American Legion family.,,https://www.legion.org/sons/donate
"Sons of the American Revolution, National Society",nssar,hq,NSSAR,,NSAR,american-revolution,American Revolution,KY,kentucky,Jefferson County,jefferson-county,ky_21111,809 West Main Street,Louisville,40202,38.2576565,-85.7634151,true,(502) 589-1776,,https://www.sar.org/,https://www.facebook.com/sharer/sharer.php?u=https%3a%2f%2fwww.sar.org%2f,,,https://www.youtube.com/@nationalsocietysar/featured,,1889,"The mission of the Sons of the American Revolution (SAR) is to honor Revolutionary War patriot ancestors by promoting patriotism, serving communities, and educating future generations about the founding principles of the United States, including upholding American freedom, respecting national symbols, and fostering citizenship and reverence for the Constitution.",,https://www.sar.org/donate
"Sons of the Revolution, The General Society",gssr,hq,GSSR,,,american-revolution,American Revolution,VA,virginia,Charles City County,charles-city-county,va_51036,412 W. Francis St.,Williamsburg,23185,37.269144,-76.7065662,true,(800) 593-1776,,http://www.sr1776.org/,https://www.facebook.com/TheSonsOfTheRevolution/,https://www.instagram.com/explore/locations/503593379719284/the-general-society-the-sons-of-the-revolution/,https://twitter.com/search?q=%22General%20Society%20Sons%20of%20the%20Revolution%22&src=typed_query&f=top,,,1876,"Promote knowledge and appreciation of the achievement of American independence, and to foster fellowship amongst its members",,http://www.sr1776.org/donate
Special Forces Association,specialforcesassociation,hq,SPECIALFORCESASSOCIATION,,,world-war-2,World War II,NC,north-carolina,Bladen County,bladen-county,nc_37017,4990 Doc Bennett Rd,Fayetteville,28306,34.956282,-78.855183,true,(910) 485-5433,,https://www.specialforcesassociation.org,,,,,,1964,"To perpetuate Special Forces traditions and brotherhood, to assist Special Forces personnel and their families, and to support the Special Forces mission.",,https://www.specialforcesassociation.org/donate
Stop Soldier Suicide,stopsoldiersuicide,hq,STOPSOLDIERSUICIDE,,,war-on-terror,War on Terror,NC,north-carolina,Durham County,durham-county,nc_37063,P.O. Box 110605,Durham,27709,35.8908636,-78.8665733,true,844-889-5610,,https://stopsoldiersuicide.org/,,,,,,2010,"Military suicide has claimed more lives than we’ve lost in most major conflicts, including World War I, the Vietnam War, and the Global War on Terror.",,https://stopsoldiersuicide.org/donate
Student Veterans of America,sva,hq,SVA,,SVA,war-on-terror,War on Terror,DC,district-of-columbia,District of Columbia,district-of-columbia,dc_11001,"655 15th Street NW, Suite 320",Washington,20005,38.898168,-77.033323,true,(202) 223-4710,,https://studentveterans.org/,https://www.facebook.com/studentvets,https://www.instagram.com/studentvets,https://twitter.com/studentvets,https://www.youtube.com/@StudentveteransOrg,https://www.linkedin.com/company/studentveterans/,2008,"To act as a catalyst for student veteran success by providing resources, network support and advocacy to, through, and beyond higher education",,https://www.classy.org/give/88074/#!/donation/checkout
Swords to Plowshares: Veterans Rights Organization,swords-to-plowshares,hq,SWORDS-TO-PLOWSHARES,,,vietnam-war,Vietnam War,CA,california,San Francisco County,san-francisco-county,ca_06075,1060 Howard Street San,Francisco,94103,37.7787775,-122.4087206,true,(415) 252-4788,supportvets@stp-sf.org,https://www.swords-to-plowshares.org,https://facebook.com/vetshelpingvets,https://instagram.com/vetshelpingvets,,,https://www.linkedin.com/company/swords-to-plowshares/,1974,"To heal the wounds of war, to restore dignity, hope, and self-sufficiency to all veterans in need.",,https://www.swords-to-plowshares.org/donate
Team Red White and Blue Inc,teamrwb,hq,TEAMRWB,,,war-on-terror,War on Terror,IN,indiana,Clark County,clark-county,in_18019,PO Box 127 Floyds,Knobs,47119,38.3242901,-85.8738399,true,(813) 868-7138,info@teamrwb.org,https://teamrwb.org/,https://www.facebook.com/teamrwb/,https://www.instagram.com/teamrwb/,,https://www.youtube.com/channel/ucnoe1es-vbjympttm0ljwkq,https://www.linkedin.com/company/1455885,2010,Enriching Veterans’ Lives,,https://teamrwb.org/donate
Team River Runner,trr,hq,TRR,,,war-on-terror,War on Terror,MD,maryland,Montgomery County,montgomery-county,md_24031,5007 Stone Road,Rockville,20853,39.1480017,-77.1019509,true,,,https://www.teamriverrunner.org/,https://www.facebook.com/TRRUSA,https://www.instagram.com/teamriverrunner/,https://twitter.com/TRRUSA,https://www.youtube.com/user/TeamRiverRunner,https://www.linkedin.com/company/team-river-runner,2004,To provide veterans with opportunities to heal through kayaking.,,https://www.teamriverrunner.org/donate
The American Legion,legion,hq,LEGION,,LEGION,world-war-1,World War I,IN,indiana,Marion County,marion-county,in_18097,700 North Pennsylvania Street,Indianapolis,46206,39.7770798,-86.156722,true,(800) 433 3318,,https://www.legion.org/,https://www.facebook.com/americanlegionhq,https://instagram.com/theamericanlegion,https://twitter.com/AmericanLegion,https://www.youtube.com/user/americanlegionhq,https://www.linkedin.com/company/the-american-legion,1919,For God and Country,,https://mylegion.org/PersonifyEbusiness/Donate#legion-org
The American Legion Auxiliary Foundation,legion-aux,hq,LEGION-AUX,,,world-war-1,World War I,IN,indiana,Boone County,boone-county,in_18011,Headquarters 3450 Founders Road,Indianapolis,46268,39.913697,-86.2200527,true,(317) 569-4500,alahq@alaforveterans.org,https://www.legion-aux.org/,https://www.facebook.com/alaforveterans,https://www.instagram.com/alaforveterans/,,https://www.youtube.com/user/americanlegionaux/featured,,1919,"To support The American Legion and to honor the sacrifice of those who serve by enhancing the lives of our veterans, military, and their families, both at home and abroad.",,https://www.legion-aux.org/donate
"The Colonial Dame of the XVII Century, National Society",cdxviic,hq,CDXVIIC,,,american-revolution,American Revolution,DC,district-of-columbia,District of Columbia,district-of-columbia,dc_11001,"1300 New Hampshire Avenue, NW",Washington,20036,38.9074433,-77.045833,true,202-293-1700,,https://www.colonialdames17c.org/,,,,,,1915,To honor 17th century colonists and preserve their history.,,https://www.colonialdames17c.org/donate
The Colonial Dames of America,cda,hq,CDA,,,american-revolution,American Revolution,NY,new-york,New York County,new-york-county,ny_36061,417 East 61st Street,New York,10065,40.7606021,-73.9600553,true,,,https://cda1890.org/,https://www.facebook.com/colonialdamesofamerica/,https://www.instagram.com/colonialdamesofamerica/?hl=en,,,,1890,let us found a patriotic society of women descended from colonial ancestry’,,https://cda1890.org/donate
"The Colonial Dames of America, The National Society of",nscda,hq,NSCDA,,,american-revolution,American Revolution,DC,district-of-columbia,District of Columbia,district-of-columbia,dc_11001,"2715 Q Street, NW",Washington,20007,38.9108592,-77.0558719,true,202-337-2288,,https://nscda.org/,https://www.facebook.com/colonialdames,https://www.instagram.com/nscda/,,,,1891,"Promotes appreciation for the people, places and events that led to the formation and development of our country.",,https://nscda.org/donate
The Daughters of the Cincinnati,doc1894,hq,DOC1894,,,american-revolution,American Revolution,NY,new-york,New York County,new-york-county,ny_36061,271 Madison Avenue #1408,New York,10016,40.7510765,-73.9799868,true,(212) 991-9945,office@daughters1894.org,https://daughters1894.org/,,https://www.instagram.com/daughtersofthecincinnati/,,,,1894,"The Daughters of the Cincinnati is a not-for-profit society founded in 1894 by women descended from commissioned officers who served under George Washington in the American Revolution’s Continental Armed Forces or in the French Royal Forces. To honor their ancestors’ service and sacrifice, the Society awards academic scholarships to daughters of career commissioned officers in the United States Armed Forces and supports the preservation of American Revolutionary War history through education and patriotic service.",,https://daughters1894.org/donate
The Forty and Eight,fortyandeight,hq,FORTYANDEIGHT,,,world-war-1,World War I,WI,wisconsin,Jefferson County,jefferson-county,wi_55055,312 Hillside Circle Johnson,Creek,53038,43.0795863,-88.7803103,true,(920) 253-1945,femmes@fortyandeight.org,https://www.fortyandeight.org/,,,,,,1920,,,https://www.fortyandeight.org/donate
The National Coalition for Homeless Veterans,nchv,hq,NCHV,,,war-on-terror,War on Terror,DC,district-of-columbia,District of Columbia,district-of-columbia,dc_11001,"1001 Connecticut Avenue, NW Ste. 840",Washington,20036,38.9028855,-77.0390405,true,202-546-1969,info@nchv.org,https://nchv.org/,,,,,,1990,"To end homelessness among veterans by shaping public policy, promoting collaboration, and building the capacity of service providers.",,https://nchv.org/donate
The Retired Enlisted Association,trea,hq,TREA,,,vietnam-war,Vietnam War,CO,colorado,Arapahoe County,arapahoe-county,co_08005,6303 Crawford Avenue,Aurora,80014,39.671443,-104.8650078,true,303-752-0660,,https://www.trea.org,,,,,,1963,"To enhance the quality of life for uniformed service enlisted personnel, retirees, veterans, and their families.",,https://www.trea.org/donate
